Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Manufacturing Site,First Line Designation,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),scheduled_year,scheduled_month,scheduled_quarter,delay_days,delayed
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,875,1881.25,58.0,727.0,2007,6,2,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,300,537.0,54.0,1283.24,2007,6,2,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,6000,97500.0,553.0,1956.93,2007,5,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet,"Ranbaxy, Paonta Shahib, India",Yes,1926,16409.52,105.0,977.55,2007,6,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,40411,303082.5,7185.0,17587.0,2007,6,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,HRDT,HIV test,SCMS from RDC,Determine,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,Yes,2,160.0,1.0,9789.07,2007,7,3,0,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,564,4596.6,34.0,1920.0,2007,8,3,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,8694,64335.6,819.0,3135.0,2007,7,3,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Determine,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,Yes,302,24160.0,98.0,1266.39,2007,8,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,3145,9560.8,206.0,2731.58,2007,8,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Pediatric,SCMS from RDC,Stocrin/Sustiva,Capsule,"MSD, Haarlem, NL",Yes,5000,17350.0,263.0,1699.0,2007,7,3,0,0
Namibia,PMO - US,From RDC,N/A - From RDC,Unknown,HRDT,HIV test,SCMS from RDC,Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,300,9600.0,172.0,688.84,2007,9,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Crixivan,Capsule,MSD Elkton USA,Yes,1076,53800.0,1286.0,7629.94,2007,9,3,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,338,7114.9,9006.0,9869.55,2007,9,3,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,1200,9780.0,70.0,1949.84,2007,8,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Capsule,"Strides, Bangalore, India.",Yes,1796,2729.92,5880.0,14656.0,2007,8,3,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,53546,396240.4,5467.0,18941.31,2007,9,3,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,537,1074.0,143.0,2099.0,2007,9,3,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,1953,14452.2,283.0,1673.0,2007,11,4,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Norvir,Capsule,ABBVIE (Abbott) France,Yes,245,9398.2,1468.0,4602.4,2007,8,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,24265,394548.9,2518.0,6667.0,2007,9,3,0,0
Ethiopia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,13850,29777.5,35216.0,88801.0,2007,9,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,11803,126056.04,1148.0,2762.0,2007,9,3,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,3769,154905.9,821.0,4068.44,2007,8,3,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,HRDT,HIV test,SCMS from RDC,Determine,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1128,90240.0,629.0,2938.27,2007,10,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC + co-blister,"Aspen-OSD, Port Elizabeth, SA",Yes,9980,204590.0,2846.0,13873.0,2007,9,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",No,222,1665.0,,,2007,9,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",No,1132,8716.4,,,2007,9,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",No,1653,6529.35,,,2007,9,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Determine,Test kit,Inverness Japan,Yes,1150,82800.0,476.0,2172.0,2007,10,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Truvada,Tablet - FDC,Gilead(Nycomed) Oranienburg DE,Yes,3360,88200.0,281.0,1532.41,2007,11,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,1500,2280.0,178.0,1621.0,2007,11,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,40245,382327.5,3254.0,13267.3,2007,11,4,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,10044,95418.0,7341.0,10879.28,2007,11,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,7436,100386.0,962.0,5180.0,2007,11,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,72333,245932.2,4957.0,15220.18,2008,2,1,0,0
Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,7294,10211.6,753.0,8004.0,2007,11,4,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Determine,Test kit,Inverness Japan,Yes,10,720.0,6.0,2219.44,2007,12,4,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,2000,3940.0,4213.0,38515.8,2008,1,1,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",No,5000,15200.0,,,2008,1,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,12984,266172.0,3286.0,18208.0,2007,12,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,14052,103984.8,1420.0,5780.2,2007,12,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Pediatric,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,3690,10147.5,226.0,1370.28,2007,12,4,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,8000,27200.0,1013.0,3646.0,2007,12,4,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Cipla, Goa, India",Yes,1860,23101.2,2425.0,13356.65,2008,2,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Trizivir,Tablet - FDC,GSK Ware (UK),Yes,1847,129290.0,271.0,1700.0,2007,12,4,0,0
Botswana,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,100,3200.0,35.0,861.0,2008,3,1,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,120,182.4,5092.0,8118.64,2008,4,2,-3,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Cipla, Goa, India",Yes,1860,23101.2,4091.0,12130.9,2008,1,1,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,2744,6695.36,998.0,3894.6,2008,4,2,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,52240,104480.0,4230.0,8771.34,2008,4,2,-3,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,HRDT,HIV test,SCMS from RDC,Determine,Test kit,Inverness Japan,Yes,2100,151179.0,498.0,2292.6,2008,1,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,367,3486.5,447.0,2230.0,2008,1,1,0,0
Rwanda,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test - Ancillary,SCMS from RDC,Generic,Test kit - Ancillary,Inverness Japan,Yes,2093,20.93,609.0,12977.28,2008,1,1,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,9476,90022.0,1008.0,4207.4,2008,2,1,0,0
Guyana,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Strides, Bangalore, India.",Yes,5670,70421.4,441.0,6141.25,2008,1,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,LAV,Test kit,Bio-Rad Laboratories,Yes,9,2773.53,13.0,1148.0,2008,1,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,475,912.0,170.0,1301.0,2007,12,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,44135,548156.7,3462.0,12569.92,2008,2,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,5900,8260.0,2093.0,5962.31,2008,2,1,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Truvada,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",Yes,656,17220.0,58.0,794.22,2008,3,1,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,93,688.2,311.0,1430.22,2008,2,1,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Determine,Test kit,Inverness Japan,Yes,4300,309557.0,1017.0,519.71,2008,2,1,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Ranbaxy, Paonta Shahib, India",Yes,2106,6402.24,113.0,919.2,2008,3,1,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,50000,360000.0,3679.0,5014.65,2008,7,3,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Ranbaxy, Paonta Shahib, India",Yes,1300,4420.0,16709.0,15210.0,2008,7,3,0,0
Pakistan,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Determine,Test kit,Inverness Japan,Yes,20,1439.8,,,2008,5,2,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,3226,42841.28,359.0,2750.89,2008,5,2,0,0
Namibia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,24320,292083.2,2094.0,4528.5,2008,6,2,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,14124,133471.8,2115.0,2882.85,2008,7,3,0,0
Kenya,PMO - US,From RDC,N/A - From RDC,Truck,HRDT,HIV test,SCMS from RDC,Bioline,Test kit,"Standard Diagnostics, Korea",Yes,3,0.03,3.0,99.0,2008,3,1,0,0
Kenya,PMO - US,From RDC,N/A - From RDC,Truck,HRDT,HIV test,SCMS from RDC,Bioline,Test kit,"Standard Diagnostics, Korea",Yes,997,9.97,399.0,417.42,2008,5,2,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,1600,3200.0,96.0,2145.17,2008,6,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,374,10296.22,1118.0,2810.58,2008,3,1,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,5056,9707.52,2166.0,22956.0,2008,5,2,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,4725,7182.0,1154.0,12508.65,2008,6,2,0,0
Ethiopia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,51293,77965.36,3371.0,11862.2,2008,3,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,11527,138439.27,1994.0,10231.84,2008,7,3,0,0
Kenya,PMO - US,From RDC,N/A - From RDC,Truck,HRDT,HIV test,SCMS from RDC,Bioline,Test kit,"Standard Diagnostics, Korea",Yes,270,5400.0,97.0,98.08,2008,2,1,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,11760,39984.0,3820.0,35933.8,2008,5,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,1664,27456.0,905.0,10451.25,2008,6,2,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,42768,85536.0,2493.0,4887.18,2008,6,2,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Determine,Test kit,Inverness Japan,Yes,10,720.0,12.0,785.88,2008,4,2,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Determine,Test kit,Inverness Japan,No,10,720.0,,,2008,4,2,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,2060,25585.2,196.0,1381.7,2008,3,1,0,0
Namibia,PMO - US,From RDC,N/A - From RDC,Air,HRDT,HIV test,SCMS from RDC,Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,737,23584.0,231.0,5491.08,2008,3,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Unknown,HRDT,HIV test - Ancillary,SCMS from RDC,Generic,Test kit - Ancillary,Inverness Japan,Yes,1505,15.05,440.0,1759.4,2008,3,1,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,5730,157746.9,569.0,886.35,2008,7,3,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,1600,3200.0,4252.0,15696.7,2008,3,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,12833,94964.2,1316.0,3056.96,2008,3,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,20284,192698.0,1897.0,3826.17,2008,2,1,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Truvada,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",Yes,43154,1132792.5,3788.0,1910.61,2008,5,2,0,0
Namibia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,2100,25221.0,181.0,690.39,2008,4,2,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,3150,25672.5,181.0,2944.21,2008,6,2,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,10283,29923.53,519.0,5974.7,2008,4,2,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,389,15987.9,4639.0,47525.69,2008,4,2,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Unknown,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,40320,381024.0,3750.0,1891.44,2008,5,2,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,23230,67599.3,1156.0,6308.6,2008,7,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,1200,2520.0,448.0,2605.77,2008,12,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Capsule,"Aurobindo Unit III, India",Yes,858,1329.9,58.0,7363.73,2009,1,1,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,3505,32771.75,6556.0,5401.95,2009,4,2,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,125000,900000.0,9228.0,3671.92,2009,2,1,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,32067,230882.4,2382.0,3671.92,2009,2,1,-5,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,29011,98637.4,2717.0,4060.55,2008,10,4,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,1747,19217.0,152.0,1340.96,2009,2,1,0,0
Rwanda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,7425,23760.0,404.0,5637.82,2009,3,1,0,0
Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,HRDT,HIV test,SCMS from RDC,Bioline,Test kit,"Standard Diagnostics, Korea",Yes,307,6140.0,1368.0,5663.0,2008,7,3,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,125010,900072.0,3918.0,1012.43,2008,11,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,45000,420750.0,3657.0,23070.58,2008,8,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Atripla,Tablet - FDC,"MSD, Haarlem, NL",Yes,1000,50400.0,108.0,13353.34,2008,9,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Truvada,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",Yes,6000,157500.0,1566.0,10624.04,2008,9,3,0,0
Haiti,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,SCMS from RDC,Generic,Oral solution,"Aurobindo Unit III, India",Yes,9187,19292.7,3435.0,40301.65,2008,10,4,0,0
Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,31000,271560.0,1787.0,10073.76,2008,12,4,0,0
Zambia,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,50000,170000.0,2764.0,2938.92,2008,11,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,2066,7024.4,451.0,3487.94,2008,9,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,1894,17708.9,,,2008,9,3,0,0
Uganda,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,2742,20290.8,204.0,3477.0,2008,11,4,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,13100,154580.0,6036.0,3671.92,2009,2,1,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,528,1536.48,4211.0,3227.48,2008,9,3,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,5000,60050.0,379.0,1188.97,2008,9,3,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Strides, Bangalore, India.",Yes,115130,828936.0,8693.0,6757.33,2009,3,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,1116,10434.6,102.0,3680.33,2009,2,1,0,0
Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,28926,307194.12,4593.0,16901.37,2009,3,1,0,0
Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,46163,436240.35,4237.0,3482.59,2008,8,3,0,0
Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,SCMS from RDC,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,12040,38528.0,677.0,1522.92,2008,10,4,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Truvada,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",Yes,4,105.0,1.0,462.5,2008,9,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet,"Aurobindo Unit III, India",Yes,1017,2949.3,892.0,13353.34,2008,9,3,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Generic,Tablet - FDC,"Cipla, Goa, India",Yes,5217,38605.8,563.0,3852.55,2009,2,1,0,0
Nigeria,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,SCMS from RDC,Truvada,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",Yes,17067,448008.75,1481.0,14974.4,2009,4,2,0,0
